customer_unique_id,M_total,group_label
06dcd943e3a874082fc85cc7c4cbc27a,113.91,B_对照组
06e3f686042578d4e8ec05efd9310bcd,66.78,B_对照组
06e7c0ffe7f197e5ee11cd888ea71c95,828.22,B_对照组
06f660202926f97c1f4fda2b62b64d10,191.56,B_对照组
06fc18bbd1fff86fb06b7d75b9b4e288,121.40,B_对照组
06fd1118f6adf43bf9aea1c5cae6d0da,94.92,B_对照组
07006fddae756b05cc065ab4ba505dbb,177.56,B_对照组
0702aeb4c5d77459b6970b08f3bbabc3,95.99,B_对照组
0706628eab2c8462575ebe7e1d0633ac,100.26,B_对照组
0707117f3ac119a358ab224e7273c6da,414.86,B_对照组
0707757dcd8c22ace18aec1fe28f97dd,175.77,B_对照组
07085a7c8011394b3aca6c46c66e538d,31.84,B_对照组
070da753b3edceb495ca2ab66085455e,175.77,B_对照组
0711ee90de545cb9be5c470614ad976b,121.32,B_对照组
07124ebbabe334f7b0cb2e7ec78bf00f,67.77,B_对照组
071502ba82719316e5f346f8f2da02c4,177.86,B_对照组
0718d96349a80323476a9d067f408814,42.53,B_对照组
071b906118b141a9cc1ff28afb56c9fa,45.10,B_对照组
071e7fc86eca6e99dc71e6db8cc3bc64,125.07,B_对照组
0724e62851ab8f4d61908341b6ec6a3d,506.17,A_目标组
072cc9345d7ecca7717f04e2a893191f,36.01,B_对照组
072eaaf493a702efb084b235bf293bc1,138.24,B_对照组
07319d7b7677470c57d132ed034858ec,85.80,B_对照组
073d1252f3a5cce37d38726f1430c80e,175.60,B_对照组
07419d54dffccb90ca99b24abe65e5fc,18.22,B_对照组
0741ddca958232fa01e77154d45b1fb4,130.25,B_对照组
075564a7fc400fa02ad51283123de2a9,256.00,B_对照组
075fc46f02fef5d79276ae2dc06afa61,159.13,B_对照组
0768877a5dbf444856920314ffacd831,73.43,B_对照组
076aefc14321a07d2e4bc277afea2c77,148.15,B_对照组
077044b4e07695d1fb5e97e9e99eac82,61.70,B_对照组
0772c2acd7aaa2b171bd7a87fae1af6d,56.78,B_对照组
0775913e3d506bf4fc1d1c92e7a56266,156.64,B_对照组
077a370284eea3452bb0ff82082da8f8,73.13,B_对照组
077d1d4b18c096ea1ec611d6a3701056,195.78,B_对照组
0783cb00028b2271dca70a603e36a447,81.21,B_对照组
078a7bec0d555a5c45b4757d1e55a163,79.47,B_对照组
079297115f293bfd518c6e21915a7d9d,143.48,B_对照组
07956f7094f471deeac069594a73c44c,661.26,A_目标组
0798b226f964052f8d0201c646d57df1,255.42,B_对照组
079b34d037097cd8b65526f2b3894429,95.67,B_对照组
079c973a57703865bce893f274d9f9f2,25.67,B_对照组
07a05e32fa86df604836b995f9335b59,91.16,B_对照组
07a0a4dd3a3e7330c9f1cbf44995ba10,182.76,B_对照组
07a27af784146cda753d431b715bd505,45.86,B_对照组
07a62725db1b6ab611d0cdd89184f39f,55.11,B_对照组
07b094ecf6f18b50158f2ac709ec71d0,199.51,B_对照组
07bded617c8b2bd56b623aa46628511c,112.84,B_对照组
07c22a44928ca8ae6bc30e698c41d053,755.54,B_对照组
07c33c121e3d2aa03ba8c11d4efe6704,386.88,B_对照组
07c3f5ee530bcf86a76cd408cb777d84,31.77,B_对照组
07c7ce958d4fc8ecdad390153fc60079,116.83,B_对照组
07c827034e7b896749af6c9cc366c00f,60.69,B_对照组
07c9259c1afcbd1f6b416d9985782083,1347.96,B_对照组
07d38b1e8d7ffb4531908882b38f5dd6,166.58,B_对照组
07d3ac0b8a40ad4382c576f69f81fc75,47.71,B_对照组
07d743c857ab9a05f2863d4aca57db81,60.01,B_对照组
07d790691c80310f11c9d6ad67215391,578.79,A_目标组
07d86af0ab7f0e9fd6c8a1e34c65a9ba,81.72,B_对照组
07dd74ef623ff7a379e0f59577a35a2a,80.77,B_对照组
07e0e472a351d2ea0a1130ecc7c2d2e4,43.10,B_对照组
07e7c156cd5b798b8c83dda4d5c51d7e,136.60,B_对照组
07ea2b25a3b8b16ff98e60782182eecd,76.51,B_对照组
07eb6447a6953bfb3b630fea3995e850,158.46,B_对照组
07ec373c7a7ed511e542503436e22a71,98.72,B_对照组
07f75f9ede41a5df2ad2964e8aeece6d,149.49,B_对照组
0802a1a217680f13264a70ddb7220823,192.70,B_对照组
08077de3206c5ac1db1cff7c5a57c1bd,85.60,B_对照组
080e9f068e464dd0fc1a7bc98425b12f,202.62,B_对照组
080fe35c7d6d30f7b519fce853438380,114.22,B_对照组
08166f338dfe33955d8de821ad099e5a,309.12,B_对照组
081cce81ce8725d7afa97ee82bce9577,33.71,B_对照组
0823b56b19dfa15f74849b66908837df,149.49,B_对照组
0829b9a7bb7f0ac382c994b6e43aacd3,54.94,B_对照组
0829f7df6577d5a4b65439bea701405f,267.49,B_对照组
082d6b71dce3485197b2204a0462acff,60.63,B_对照组
0832f0bfff8fcb77713d3ec951de08e7,61.75,B_对照组
0833dc3f1192d82bbfdad52de141bb90,224.80,B_对照组
08356b77e4dd0fa07cfadac1a45eaec7,673.20,B_对照组
08371b8fa87d33d519335b836d8abf12,32.29,B_对照组
083b54b120f24dd1d5ecb1c11322d043,37.00,B_对照组
083d871c720ca2fae78dc6669b9361a2,55.04,B_对照组
083f2bb9b4d2b79d82095cda873e31b0,30.10,B_对照组
0843beadc804cc913010b4a197b80b78,292.45,B_对照组
0846d9d672230c5816b36a267e263696,58.41,B_对照组
0849ec6b60b2eb0524e162019b1e1fa5,129.66,B_对照组
08554ba98b22fef639d30edbb94dceb3,30.02,B_对照组
0856d049bb504667a1a2c34d75af0061,45.00,B_对照组
0856fbf6bca8d3b00383761520bcaa0b,55.36,B_对照组
